batch_id,line,machine,shift,material_lot,operator_tenure_months,target_cycle_time_sec,actual_cycle_time_sec,ambient_temp_c,humidity_pct,pressure_bar,vibration_mm_s,tool_age_hours,planned_runtime_min,actual_runtime_min,unplanned_downtime_min,planned_units,good_units,defect_units,scrap_cost_inr,rework_minutes,defect_rate
568,Line_A,M11,Evening,L060,8.6,54.67,54.0,38.24,57.83,4.824,0.953,54.16,424.71,403.96,20.75,296,292,4,175.12,1.76,0.01351
569,Line_B,M11,Night,L066,41.2,59.28,62.47,27.12,62.73,4.999,1.139,63.13,430.88,389.11,41.77,315,302,13,558.26,6.13,0.04127
570,Line_C,M10,Evening,L066,17.3,50.9,50.69,32.12,54.11,5.236,0.933,140.71,428.44,417.36,11.08,212,192,20,927.76,12.96,0.09434
571,Line_B,M08,Morning,L036,34.7,46.69,47.97,36.87,49.15,4.641,1.309,18.76,403.57,400.29,3.28,342,317,25,1074.24,15.04,0.0731
572,Line_D,M12,Evening,L018,43.4,52.05,58.35,32.37,43.11,5.182,0.762,21.98,404.86,400.26,4.6,383,374,9,385.5,6.15,0.0235
573,Line_B,M06,Morning,L111,9.4,56.99,56.12,28.59,47.95,5.497,0.333,16.02,429.53,426.75,2.78,342,330,12,496.18,7.28,0.03509
574,Line_C,M02,Morning,L093,31.6,47.4,52.15,30.31,54.16,5.016,0.944,22.65,410.54,401.96,8.58,396,380,16,608.74,10.97,0.0404
575,Line_D,M16,Night,L095,39.2,44.22,44.26,30.06,43.68,3.97,0.886,15.16,439.88,417.32,22.57,377,367,10,398.23,6.83,0.02653
576,Line_B,M02,Night,L039,14.0,45.47,53.44,35.48,59.99,6.129,0.729,74.96,422.58,406.58,16.01,191,180,11,514.85,4.4,0.05759
577,Line_D,M14,Evening,L076,14.6,47.03,50.26,35.28,58.69,5.418,0.856,26.83,453.91,452.0,1.91,349,338,11,363.38,2.94,0.03152
578,Line_C,M10,Morning,L115,8.8,49.73,52.7,30.63,47.31,5.361,1.043,43.67,424.87,422.96,1.92,203,199,4,120.0,2.24,0.0197
579,Line_D,M16,Evening,L065,20.2,50.82,50.3,38.57,58.87,5.108,0.721,6.22,421.75,419.77,1.98,295,278,17,751.07,9.55,0.05763
580,Line_B,M09,Evening,L017,55.0,38.21,40.76,28.21,35.3,5.382,0.893,57.46,405.34,396.64,8.71,394,374,20,1045.6,7.8,0.05076
581,Line_B,M01,Morning,L036,32.5,43.21,44.7,32.19,54.56,5.17,1.191,49.68,428.19,427.3,0.9,225,216,9,364.15,4.79,0.04
582,Line_C,M02,Morning,L071,9.5,43.15,43.53,28.18,66.03,5.45,0.494,14.53,424.95,405.95,19.0,217,211,6,282.91,3.33,0.02765
583,Line_A,M02,Evening,L086,38.2,45.75,49.45,22.97,50.05,5.097,0.65,71.73,440.41,396.81,43.59,339,331,8,331.28,4.81,0.0236
584,Line_B,M07,Night,L002,8.8,41.58,43.55,30.73,55.7,4.955,0.687,42.46,426.03,420.15,5.88,246,237,9,319.99,4.08,0.03659
585,Line_D,M13,Morning,L063,18.4,42.92,41.33,29.2,43.22,4.998,0.855,20.8,437.2,419.62,17.58,283,265,18,846.01,7.44,0.0636
586,Line_C,M11,Night,L082,7.5,39.15,38.92,29.5,40.51,5.342,0.899,29.86,432.69,424.95,7.74,295,275,20,760.65,6.69,0.0678
587,Line_A,M14,Evening,L018,7.9,58.75,65.68,32.7,53.61,5.157,0.943,20.86,420.88,419.63,1.25,405,395,10,439.7,6.6,0.02469
588,Line_B,M09,Morning,L005,24.9,46.47,42.85,33.68,70.46,5.296,0.936,15.1,415.02,407.16,7.86,290,266,24,1209.65,16.21,0.08276
589,Line_A,M02,Night,L093,15.2,37.58,43.79,34.28,52.89,5.561,0.778,9.26,414.16,411.33,2.82,309,300,9,435.93,4.46,0.02913
590,Line_A,M03,Morning,L113,7.4,51.89,52.81,27.82,51.53,5.412,0.648,24.79,417.73,416.76,0.97,399,394,5,236.46,1.87,0.01253
591,Line_D,M03,Night,L054,27.2,43.97,46.14,35.43,41.44,4.975,0.953,65.87,419.48,407.32,12.16,249,237,12,465.84,6.64,0.04819
592,Line_B,M15,Evening,L015,25.8,45.99,47.76,32.14,39.41,5.22,0.436,35.74,434.55,418.13,16.43,188,175,13,606.75,8.33,0.06915
593,Line_B,M13,Morning,L079,13.2,58.85,60.93,37.02,56.64,5.072,0.835,25.66,427.02,417.36,9.66,233,217,16,639.01,6.86,0.06867
594,Line_C,M01,Evening,L072,27.8,41.37,37.42,30.46,56.41,5.75,0.81,46.02,413.82,406.53,7.29,226,221,5,180.01,2.96,0.02212
595,Line_A,M04,Evening,L009,19.6,52.03,54.48,36.87,50.57,5.165,1.042,12.08,413.71,404.44,9.27,316,301,15,518.81,9.16,0.04747
596,Line_A,M05,Night,L026,25.0,53.71,55.86,29.67,60.87,5.676,0.554,33.81,397.74,387.09,10.65,321,318,3,145.04,1.49,0.00935
597,Line_C,M12,Evening,L119,41.5,49.53,47.74,23.42,41.61,5.18,1.287,95.29,391.77,382.25,9.51,313,291,22,937.62,8.26,0.07029
598,Line_C,M02,Night,L068,41.2,37.7,37.67,36.05,46.89,4.959,0.825,26.69,416.95,404.92,12.03,274,252,22,705.19,10.5,0.08029
599,Line_D,M16,Morning,L086,13.7,50.19,53.65,33.01,39.84,4.778,1.0,46.63,397.68,385.3,12.39,196,194,2,69.72,1.02,0.0102
600,Line_C,M05,Evening,L010,11.2,47.87,51.81,26.38,42.22,4.727,0.614,15.28,439.78,434.86,4.92,187,177,10,426.79,4.77,0.05348
601,Line_B,M14,Evening,L099,27.8,53.02,56.0,24.26,31.68,5.212,0.598,79.68,381.92,366.98,14.94,187,183,4,169.33,3.06,0.02139
602,Line_C,M11,Night,L093,8.6,48.16,50.31,30.17,56.28,5.239,0.928,109.66,426.51,412.13,14.39,293,273,20,826.59,9.69,0.06826
603,Line_D,M07,Night,L107,10.0,46.27,50.17,28.74,69.96,4.857,0.517,32.63,422.74,415.1,7.64,368,338,30,1241.88,15.48,0.08152
604,Line_C,M01,Evening,L082,24.6,52.0,53.98,27.64,65.6,4.892,0.706,31.41,456.06,450.09,5.96,247,236,11,478.15,7.24,0.04453
605,Line_D,M09,Morning,L113,5.3,50.35,52.41,31.88,43.3,4.964,1.033,12.25,426.75,402.48,24.27,275,262,13,574.07,7.18,0.04727
606,Line_D,M01,Evening,L067,18.9,40.92,42.81,33.79,64.47,5.616,0.921,35.2,427.49,406.56,20.93,322,312,10,360.61,5.0,0.03106
607,Line_D,M12,Night,L050,18.4,44.7,46.0,34.92,55.88,5.072,0.657,36.97,427.87,418.62,9.25,391,377,14,484.48,5.23,0.03581
608,Line_A,M04,Morning,L080,2.4,40.0,38.17,30.41,74.44,5.358,0.912,39.8,401.48,378.21,23.27,224,209,15,691.9,8.65,0.06696
609,Line_C,M16,Night,L065,5.2,46.19,50.83,33.23,48.28,5.628,1.094,60.68,411.91,395.98,15.93,284,266,18,718.86,7.41,0.06338
610,Line_B,M01,Evening,L041,35.5,44.15,45.11,31.55,48.51,5.58,0.88,30.09,395.69,388.3,7.39,386,374,12,609.8,6.82,0.03109
611,Line_C,M06,Evening,L088,26.6,55.48,51.93,29.32,53.62,5.374,0.757,63.47,427.29,422.82,4.47,337,317,20,774.8,7.41,0.05935
612,Line_C,M07,Evening,L101,22.6,39.9,38.26,37.89,62.91,4.271,0.916,26.52,402.94,399.84,3.1,404,377,27,1453.93,9.2,0.06683
613,Line_D,M13,Night,L018,15.6,46.22,43.11,37.09,62.85,5.557,0.904,48.35,433.35,423.0,10.36,416,385,31,1409.69,19.3,0.07452
614,Line_D,M04,Evening,L053,26.2,43.0,45.74,36.94,61.91,5.51,1.158,8.7,427.79,418.42,9.37,407,384,23,1021.06,14.25,0.05651
615,Line_B,M13,Morning,L017,21.7,41.66,43.1,32.56,59.52,4.786,1.016,100.1,442.03,431.05,10.99,283,253,30,1283.26,15.06,0.10601
616,Line_C,M06,Evening,L110,17.8,47.37,50.99,33.33,48.28,5.731,1.024,20.58,438.31,426.62,11.69,229,224,5,181.89,2.85,0.02183
617,Line_C,M02,Morning,L062,23.3,45.04,43.7,30.84,47.67,5.221,0.91,28.82,414.4,405.09,9.31,225,214,11,370.88,6.06,0.04889
618,Line_B,M14,Evening,L092,16.1,47.82,47.04,32.25,52.19,4.738,0.909,32.76,404.05,392.24,11.82,196,188,8,338.26,7.18,0.04082
619,Line_A,M04,Morning,L070,23.6,55.75,60.67,33.02,54.63,5.182,1.039,8.97,400.64,365.31,35.33,354,339,15,729.72,11.49,0.04237
620,Line_A,M07,Night,L056,15.2,48.82,50.2,31.48,51.58,5.16,0.612,86.86,420.36,399.4,20.96,313,296,17,780.43,7.36,0.05431
621,Line_C,M10,Night,L044,17.4,60.61,63.17,25.16,27.61,4.981,0.891,10.78,428.47,423.23,5.25,217,207,10,337.94,5.28,0.04608
622,Line_B,M01,Night,L067,11.0,45.75,48.54,30.63,50.04,4.906,1.266,16.06,417.12,397.15,19.97,278,260,18,785.74,9.36,0.06475
623,Line_D,M11,Morning,L012,15.2,47.82,50.95,31.61,44.74,4.096,0.589,72.25,393.25,380.46,12.8,318,304,14,619.25,7.95,0.04403
624,Line_B,M09,Morning,L015,11.5,63.91,65.81,36.17,75.24,5.151,0.989,14.39,435.93,403.57,32.36,393,344,49,2185.05,25.73,0.12468
625,Line_D,M13,Night,L112,32.1,51.38,59.44,24.76,57.71,5.733,0.931,37.66,424.06,383.25,40.81,299,287,12,501.88,7.01,0.04013
626,Line_B,M02,Evening,L076,25.7,37.55,40.07,34.89,64.39,5.702,0.883,41.44,416.11,379.54,36.58,338,333,5,222.71,2.69,0.01479
627,Line_D,M15,Morning,L074,44.8,51.36,53.64,28.56,61.63,4.767,0.829,39.15,431.28,430.57,0.71,233,231,2,70.41,0.88,0.00858
628,Line_A,M01,Evening,L067,35.6,44.81,46.81,26.75,51.88,4.409,0.649,8.04,423.07,386.73,36.34,365,351,14,632.44,7.82,0.03836
629,Line_C,M16,Night,L056,9.5,41.79,39.55,20.13,56.03,4.832,0.836,24.75,411.27,409.75,1.52,305,294,11,519.0,8.09,0.03607
630,Line_D,M06,Evening,L070,18.7,55.53,53.48,34.07,54.5,5.14,0.995,30.18,419.97,403.57,16.39,303,292,11,400.72,7.84,0.0363
631,Line_D,M02,Evening,L075,33.2,45.14,50.54,24.44,28.68,5.97,1.128,21.07,463.65,458.75,4.9,403,396,7,268.81,4.77,0.01737
632,Line_D,M05,Evening,L016,13.9,47.78,47.7,32.22,36.74,5.556,1.187,54.07,399.3,387.72,11.58,194,181,13,538.89,5.24,0.06701
633,Line_A,M08,Morning,L104,17.7,47.76,47.33,29.22,58.94,5.803,0.954,43.77,404.85,403.86,0.99,385,382,3,139.21,1.42,0.00779
634,Line_B,M02,Night,L045,22.1,40.5,39.85,34.09,40.33,5.461,0.87,19.94,401.54,400.01,1.53,376,351,25,839.34,15.88,0.06649
635,Line_A,M05,Night,L083,16.4,40.36,39.83,38.48,45.63,4.599,0.745,65.07,391.97,379.41,12.57,241,221,20,785.69,12.42,0.08299
636,Line_A,M05,Night,L031,14.1,49.05,46.35,24.5,57.79,6.037,0.702,14.1,420.71,407.38,13.33,197,195,2,94.72,0.78,0.01015
637,Line_C,M03,Morning,L040,30.3,44.8,39.58,33.32,49.0,5.504,1.196,47.47,404.13,398.65,5.48,257,241,16,531.43,8.64,0.06226
638,Line_C,M08,Morning,L036,50.6,48.4,43.22,33.25,32.09,5.458,1.173,33.18,423.11,420.94,2.17,328,316,12,555.64,4.98,0.03659
639,Line_C,M01,Evening,L007,17.3,45.93,46.5,32.58,55.62,5.449,0.739,54.46,404.0,391.14,12.86,272,255,17,610.85,9.02,0.0625
640,Line_D,M05,Evening,L055,25.4,53.77,54.27,36.72,59.23,5.044,1.069,33.31,393.36,384.46,8.9,212,206,6,219.82,3.31,0.0283
641,Line_C,M03,Morning,L110,20.7,45.47,41.47,34.96,60.13,4.442,0.785,52.14,407.33,392.67,14.66,391,365,26,1106.36,14.09,0.0665
642,Line_D,M01,Night,L010,10.5,52.49,51.11,29.72,45.42,4.688,1.179,37.84,427.01,416.88,10.13,285,266,19,797.26,8.46,0.06667
643,Line_A,M08,Morning,L093,11.0,45.05,48.46,24.25,36.33,4.731,0.872,48.65,428.36,423.85,4.5,410,403,7,288.83,3.49,0.01707
644,Line_A,M15,Morning,L026,20.4,54.03,53.42,37.07,65.03,5.006,0.83,54.0,444.07,433.7,10.36,328,323,5,232.03,3.31,0.01524
645,Line_C,M06,Night,L029,27.9,46.12,41.21,27.29,58.26,4.724,0.869,23.74,429.13,422.48,6.65,376,347,29,1363.63,16.83,0.07713
646,Line_D,M11,Morning,L047,18.2,52.83,57.66,33.67,60.91,5.459,0.716,15.76,404.48,401.68,2.8,368,363,5,175.31,3.11,0.01359
647,Line_A,M03,Night,L024,12.6,45.6,47.99,30.94,54.64,4.901,0.984,28.3,407.53,399.86,7.67,308,301,7,343.66,4.52,0.02273
648,Line_B,M12,Evening,L081,27.1,40.47,40.75,34.27,79.41,4.631,0.777,67.59,418.07,413.5,4.57,313,286,27,1297.77,18.49,0.08626
649,Line_C,M11,Evening,L111,16.1,44.02,45.03,27.03,38.11,4.903,1.317,41.94,427.69,419.29,8.4,331,310,21,699.0,6.35,0.06344
650,Line_A,M07,Morning,L067,25.6,49.59,57.74,33.3,58.86,4.914,1.013,73.22,399.0,381.99,17.01,312,307,5,208.53,3.11,0.01603
651,Line_B,M05,Evening,L106,21.0,42.23,39.62,26.79,64.47,4.959,0.82,36.76,426.6,414.03,12.57,413,401,12,469.21,5.05,0.02906
652,Line_D,M10,Night,L084,49.2,49.33,49.1,30.73,60.89,5.499,1.328,65.27,407.3,380.09,27.21,391,377,14,528.68,5.1,0.03581
653,Line_C,M10,Night,L085,41.8,45.15,42.88,32.97,63.61,5.493,1.015,26.62,433.71,429.37,4.34,204,191,13,573.6,8.43,0.06373
654,Line_A,M12,Morning,L092,35.8,49.85,51.29,29.97,60.79,5.706,0.747,79.56,410.57,398.15,12.41,239,235,4,162.06,2.25,0.01674
655,Line_D,M04,Morning,L001,42.6,50.5,56.82,33.2,64.04,5.505,0.511,42.15,391.95,369.0,22.94,278,267,11,530.6,5.18,0.03957
656,Line_B,M06,Morning,L091,21.6,45.98,45.28,33.56,53.22,5.001,0.96,55.19,430.34,426.18,4.16,353,344,9,414.44,4.63,0.0255
657,Line_D,M14,Night,L038,28.5,42.85,44.24,30.21,62.14,4.811,0.895,35.85,366.84,360.08,6.76,330,320,10,412.09,5.06,0.0303
658,Line_B,M14,Evening,L012,10.5,47.83,51.61,31.95,46.82,4.858,0.755,131.63,426.56,423.55,3.01,289,270,19,602.12,7.85,0.06574
659,Line_C,M13,Evening,L026,22.0,46.17,49.96,29.49,63.44,5.488,1.089,58.56,434.28,412.92,21.35,213,202,11,448.69,8.32,0.05164
660,Line_B,M13,Night,L010,44.8,46.09,54.0,34.42,61.31,5.089,1.046,22.44,451.44,416.39,35.05,241,227,14,505.9,4.66,0.05809
661,Line_A,M02,Evening,L119,33.4,55.4,52.23,31.37,43.3,5.297,0.952,43.73,389.6,387.87,1.73,228,225,3,91.55,1.57,0.01316
662,Line_D,M05,Evening,L042,23.3,45.73,45.67,32.03,49.02,4.613,0.721,75.39,418.82,380.08,38.74,316,300,16,818.36,9.14,0.05063
663,Line_A,M05,Morning,L110,36.3,51.74,55.6,26.79,65.62,4.928,1.103,25.17,410.8,407.1,3.7,270,270,0,0.0,0.0,0.0
664,Line_A,M06,Night,L075,9.2,42.84,45.64,33.09,58.91,4.897,0.981,38.75,451.87,444.0,7.87,391,380,11,463.74,2.75,0.02813
665,Line_B,M08,Evening,L027,46.6,47.46,46.61,28.69,50.93,5.69,1.325,43.55,419.76,414.85,4.91,301,288,13,536.77,5.97,0.04319
666,Line_C,M03,Night,L015,21.4,48.45,43.02,29.51,59.31,4.293,0.589,22.95,420.37,399.49,20.88,317,292,25,1027.5,10.36,0.07886
667,Line_D,M13,Morning,L061,7.3,51.51,50.67,26.81,64.75,4.936,0.916,45.81,431.78,407.16,24.61,294,275,19,842.37,9.26,0.06463
668,Line_D,M09,Morning,L013,18.0,46.44,45.62,28.89,55.82,5.41,1.056,12.94,417.38,408.89,8.48,270,246,24,963.02,13.09,0.08889
669,Line_B,M02,Morning,L027,25.4,41.41,42.75,34.63,58.66,4.299,1.178,24.65,425.4,416.51,8.89,363,346,17,621.74,9.49,0.04683
670,Line_B,M13,Evening,L107,9.5,50.39,52.85,36.26,51.58,5.534,0.886,61.9,420.43,414.8,5.63,184,174,10,374.2,2.97,0.05435
671,Line_A,M05,Evening,L080,17.5,48.38,45.37,26.0,45.34,5.372,0.838,18.48,439.0,427.98,11.01,401,390,11,553.25,4.19,0.02743
672,Line_C,M10,Morning,L109,37.4,43.4,43.94,30.36,63.39,4.938,0.885,66.41,418.44,400.16,18.28,300,289,11,472.5,5.47,0.03667
673,Line_D,M07,Morning,L039,21.0,55.0,53.87,32.04,58.65,5.501,1.003,53.84,425.54,407.59,17.95,392,386,6,240.71,3.12,0.01531
674,Line_C,M06,Morning,L098,28.0,44.68,45.95,31.0,46.43,5.657,1.03,80.7,403.23,383.15,20.09,413,398,15,637.19,9.11,0.03632
675,Line_C,M06,Evening,L082,13.3,48.77,53.49,35.26,36.43,6.034,0.895,8.44,415.59,408.37,7.22,285,274,11,412.95,4.15,0.0386
676,Line_B,M07,Morning,L044,14.3,48.52,49.95,32.66,58.68,5.515,1.178,29.18,408.45,403.54,4.91,290,280,10,458.89,3.8,0.03448
677,Line_D,M02,Evening,L022,12.3,55.72,59.24,27.65,40.55,5.341,1.487,12.61,415.2,414.41,0.79,194,185,9,376.54,5.16,0.04639
678,Line_B,M12,Night,L063,42.9,59.35,66.4,29.91,62.54,5.251,0.571,50.13,397.17,393.83,3.35,217,207,10,478.13,5.76,0.04608
679,Line_A,M11,Evening,L073,28.5,46.05,44.04,27.01,68.34,4.424,0.895,58.23,401.16,400.53,0.64,224,215,9,394.63,4.14,0.04018
680,Line_B,M09,Night,L040,6.7,46.51,47.07,33.0,51.78,5.603,1.154,32.47,415.79,385.54,30.25,230,217,13,556.65,6.76,0.05652
681,Line_A,M15,Evening,L077,11.9,45.35,51.36,33.57,59.09,5.847,0.788,72.37,421.68,410.5,11.18,306,294,12,450.53,7.17,0.03922
682,Line_A,M09,Morning,L016,38.9,53.26,51.08,24.91,49.85,5.465,1.121,59.03,417.18,403.28,13.9,314,305,9,291.92,5.02,0.02866
683,Line_A,M07,Night,L068,27.3,49.48,51.9,33.59,47.12,5.381,0.87,22.45,400.0,393.35,6.65,403,388,15,538.94,6.01,0.03722
684,Line_B,M10,Morning,L059,27.2,47.43,47.02,30.75,47.33,5.613,0.635,52.42,423.57,421.26,2.32,385,380,5,206.66,2.23,0.01299
685,Line_C,M13,Night,L019,16.7,51.63,50.81,26.88,55.09,5.449,0.918,27.09,435.59,426.02,9.57,378,343,35,1469.74,22.62,0.09259
686,Line_B,M12,Night,L097,18.5,44.97,49.64,33.63,57.7,4.973,0.908,39.5,375.49,372.7,2.79,352,340,12,646.79,5.38,0.03409
687,Line_B,M10,Morning,L107,19.7,45.68,41.79,34.55,47.6,5.773,0.906,51.21,425.04,420.25,4.79,284,279,5,257.72,3.05,0.01761
688,Line_D,M11,Morning,L050,17.3,52.77,51.14,30.42,40.48,5.997,0.656,28.5,406.96,395.06,11.9,195,190,5,214.6,3.85,0.02564
689,Line_C,M16,Morning,L058,28.3,46.54,44.58,31.82,83.17,5.625,1.085,34.27,424.63,422.46,2.17,248,220,28,1056.39,18.42,0.1129
690,Line_C,M11,Evening,L058,13.6,54.81,53.74,30.15,58.18,5.198,0.63,32.04,410.24,407.74,2.5,206,196,10,364.93,5.32,0.04854
691,Line_B,M12,Evening,L102,50.2,42.1,47.63,34.71,59.19,5.517,1.08,18.09,444.21,437.13,7.08,371,365,6,266.49,2.33,0.01617
692,Line_D,M11,Night,L053,47.7,40.17,42.52,27.33,33.1,5.281,0.738,61.14,425.42,410.21,15.21,190,186,4,182.71,1.89,0.02105
693,Line_A,M16,Night,L112,32.3,50.48,53.5,35.56,53.46,5.447,0.803,95.23,406.7,392.53,14.17,350,334,16,650.41,9.09,0.04571
694,Line_B,M15,Evening,L064,37.1,43.02,48.63,30.56,41.2,4.878,0.81,27.15,380.19,373.15,7.03,303,297,6,196.42,3.13,0.0198
695,Line_D,M06,Morning,L096,48.9,54.75,53.85,35.47,49.09,4.878,0.913,25.0,433.37,424.21,9.16,364,357,7,349.57,3.25,0.01923
696,Line_C,M12,Night,L073,26.7,37.58,36.73,32.28,48.37,4.964,0.816,25.47,409.67,406.45,3.22,409,382,27,1190.71,14.17,0.06601
697,Line_C,M11,Evening,L005,14.7,52.14,56.63,29.34,54.62,6.108,0.729,27.12,411.7,405.92,5.77,315,294,21,885.19,15.44,0.06667
698,Line_C,M09,Evening,L031,29.9,52.44,49.32,33.63,52.16,5.45,0.802,37.9,421.62,409.03,12.58,368,346,22,783.43,15.9,0.05978
699,Line_C,M09,Evening,L027,25.2,43.43,42.6,26.85,51.33,4.536,0.938,8.09,417.36,382.43,34.93,331,297,34,1612.01,19.68,0.10272
700,Line_B,M15,Night,L070,23.1,48.78,45.08,23.1,55.6,5.214,1.077,51.27,414.2,400.84,13.37,186,175,11,582.95,5.95,0.05914
701,Line_A,M15,Evening,L025,22.1,49.5,51.61,33.41,49.49,5.818,0.846,54.09,425.93,417.57,8.37,340,334,6,214.97,2.22,0.01765
702,Line_B,M15,Morning,L021,7.4,56.66,53.05,31.65,45.98,5.452,0.849,6.36,457.51,456.33,1.18,324,319,5,223.1,2.97,0.01543
703,Line_A,M05,Evening,L003,27.1,49.41,48.05,31.77,53.95,5.177,0.79,12.85,401.62,397.98,3.64,307,303,4,144.39,2.63,0.01303
704,Line_D,M06,Evening,L019,50.2,47.92,53.0,32.83,42.24,5.855,0.799,38.72,414.96,412.96,2.0,306,297,9,347.76,5.79,0.02941
705,Line_B,M02,Evening,L017,16.9,46.04,45.71,30.58,58.25,5.285,0.773,42.41,418.34,410.98,7.36,355,335,20,633.33,13.8,0.05634
706,Line_C,M13,Morning,L039,8.6,45.87,46.99,29.49,32.39,4.646,0.752,52.32,406.32,400.59,5.73,409,376,33,1238.03,15.74,0.08068
707,Line_D,M12,Morning,L114,13.9,48.24,48.13,31.08,66.46,5.509,0.704,30.9,414.76,405.04,9.72,417,408,9,430.43,4.9,0.02158
708,Line_D,M16,Morning,L093,15.0,49.62,55.5,29.96,45.98,5.892,0.814,38.49,428.84,426.52,2.31,205,201,4,200.84,2.81,0.01951
709,Line_B,M12,Evening,L078,22.2,53.49,51.54,32.72,61.36,5.726,0.741,8.97,405.72,390.14,15.58,398,390,8,312.14,3.76,0.0201
710,Line_B,M04,Evening,L015,17.0,55.46,46.48,31.72,58.1,5.164,1.08,8.83,453.44,443.44,10.0,246,228,18,866.73,14.46,0.07317
711,Line_D,M05,Morning,L066,25.0,45.8,46.05,27.27,53.13,5.572,0.834,25.57,429.59,413.24,16.35,279,271,8,320.36,5.48,0.02867
712,Line_C,M07,Evening,L028,25.3,43.93,44.49,29.33,46.56,5.176,0.595,34.32,420.24,400.37,19.87,194,189,5,229.77,2.07,0.02577
713,Line_D,M13,Evening,L012,31.1,50.6,51.42,31.02,43.54,5.203,1.295,37.13,438.56,427.14,11.42,220,207,13,482.83,4.44,0.05909
714,Line_D,M07,Evening,L105,32.3,37.23,35.19,33.18,56.81,5.322,1.098,18.64,400.84,396.02,4.82,275,265,10,416.08,4.73,0.03636
715,Line_D,M16,Evening,L111,19.6,53.95,60.84,31.48,62.62,4.834,0.938,35.35,392.23,388.81,3.43,295,289,6,226.56,3.64,0.02034
716,Line_A,M10,Night,L018,45.6,52.62,58.92,35.03,65.05,4.861,0.991,47.63,432.09,413.55,18.54,278,271,7,234.72,3.57,0.02518
717,Line_C,M06,Morning,L083,4.6,51.83,54.16,33.04,55.65,5.389,0.734,18.06,421.5,381.49,40.01,320,307,13,440.88,5.96,0.04062
718,Line_A,M16,Night,L117,33.8,58.67,67.28,29.63,53.26,5.58,1.013,66.02,439.71,382.71,57.0,256,244,12,472.97,9.42,0.04688
719,Line_C,M09,Morning,L058,37.2,38.82,42.54,30.25,46.35,5.643,0.581,42.23,414.83,399.57,15.27,362,342,20,738.02,10.75,0.05525
720,Line_D,M05,Evening,L114,15.0,48.45,46.22,37.84,40.89,5.23,1.024,95.15,397.87,391.71,6.16,183,177,6,259.9,1.68,0.03279
721,Line_B,M07,Night,L112,23.7,52.69,54.99,30.13,57.82,4.854,0.891,60.37,456.31,451.29,5.01,186,181,5,218.09,3.19,0.02688
722,Line_B,M13,Night,L120,26.3,49.34,55.28,26.91,41.97,4.874,0.926,39.3,428.3,392.71,35.59,309,293,16,644.92,5.51,0.05178
723,Line_A,M02,Evening,L057,14.5,54.64,59.79,34.39,45.19,5.434,0.716,20.04,412.54,404.24,8.31,233,226,7,219.24,2.18,0.03004
724,Line_D,M13,Night,L076,32.9,56.68,58.87,30.39,60.44,5.123,0.829,15.87,397.8,388.65,9.15,280,265,15,595.63,5.4,0.05357
725,Line_A,M02,Evening,L067,21.8,54.45,56.31,29.55,61.3,5.072,0.824,4.96,440.88,434.11,6.77,389,383,6,252.06,2.74,0.01542
726,Line_A,M12,Evening,L016,18.3,48.57,54.14,32.01,54.01,5.552,0.67,65.76,408.61,393.45,15.16,395,378,17,616.98,7.15,0.04304
727,Line_A,M12,Evening,L071,35.0,50.01,53.76,32.17,40.05,4.397,0.735,56.63,457.4,438.55,18.85,290,281,9,375.96,2.25,0.03103
728,Line_A,M10,Evening,L081,18.5,47.96,50.67,28.88,41.99,5.468,0.842,41.5,404.28,403.95,0.33,243,239,4,200.35,1.81,0.01646
729,Line_B,M03,Morning,L013,23.1,54.68,56.26,29.8,68.2,5.476,0.955,16.08,451.34,446.25,5.09,350,342,8,346.77,4.56,0.02286
730,Line_B,M10,Night,L019,29.0,49.12,45.9,29.74,52.73,4.946,0.717,88.52,416.14,395.64,20.5,241,233,8,293.74,4.89,0.0332
731,Line_B,M14,Morning,L023,59.2,48.29,53.54,26.36,48.82,5.244,1.117,49.09,414.52,406.76,7.76,281,278,3,96.44,1.79,0.01068
732,Line_A,M05,Morning,L058,14.8,49.95,48.31,36.96,56.72,4.855,0.749,21.49,415.2,395.89,19.31,213,209,4,154.87,2.85,0.01878
733,Line_A,M15,Evening,L049,14.1,49.02,40.45,29.96,69.44,5.584,0.951,99.12,440.23,427.63,12.6,369,349,20,891.52,6.82,0.0542
734,Line_B,M03,Morning,L013,11.0,48.87,53.7,31.24,41.26,4.937,0.699,36.56,416.38,396.61,19.77,311,304,7,297.55,3.16,0.02251
735,Line_A,M15,Morning,L078,16.9,47.01,46.87,35.53,40.89,5.039,0.752,42.07,443.6,441.79,1.81,337,322,15,608.89,8.68,0.04451
736,Line_C,M06,Evening,L033,12.8,39.38,41.38,29.93,49.19,5.605,0.676,19.63,404.7,400.25,4.45,352,342,10,489.18,4.79,0.02841
737,Line_A,M12,Evening,L010,26.8,46.05,50.83,23.61,55.99,5.619,0.714,55.1,413.79,404.99,8.8,329,322,7,303.29,4.25,0.02128
738,Line_B,M04,Night,L119,16.2,45.97,46.52,31.32,40.0,5.519,1.272,39.38,405.43,399.58,5.85,229,209,20,835.25,10.22,0.08734
739,Line_B,M10,Evening,L078,23.3,51.25,56.14,30.9,48.1,5.0,0.958,55.51,415.06,397.5,17.57,294,278,16,665.44,6.77,0.05442
740,Line_B,M11,Night,L075,35.1,53.28,52.69,33.85,50.79,5.177,0.941,22.39,404.44,396.49,7.95,344,332,12,562.55,6.34,0.03488
